Time (s), Distance (m), Latitude (deg), Longitude (deg), Elevation (m), Speed (km/h), Front Brake Power (W), Rear Brake Power (W), Front Brake Torque (Nm), Rear Brake Torque (Nm)
60.2,57,-38.17086,176.3027,612,4.6,0.0,0.0,0.0,0.0
60.3,57,-38.17086,176.3027,612,4.6,0.0,0.0,0.0,0.0
60.4,58,-38.17087,176.3027,613,4.6,0.0,0.0,0.0,0.0
60.5,58,-38.17087,176.30271,613,4.6,0.0,0.0,0.0,0.0
60.6,58,-38.17088,176.30271,613,4.6,0.0,0.0,0.0,0.0
60.7,59,-38.17088,176.30271,613,4.6,0.0,0.0,0.0,0.0
60.8,59,-38.17089,176.30271,613,4.6,0.0,0.0,0.0,0.0
60.9,60,-38.17089,176.30271,613,4.6,0.0,0.0,0.0,0.0
61.0,60,-38.1709,176.30271,613,4.6,0.0,0.0,0.0,0.0
61.1,61,-38.1709,176.30271,613,4.6,0.0,0.0,0.0,0.0
61.2,61,-38.1709,176.30271,613,4.6,0.0,0.0,0.0,0.0
61.3,62,-38.17091,176.30271,613,4.6,0.0,0.0,0.0,0.0
61.4,62,-38.17091,176.30272,613,4.6,0.0,0.0,0.0,0.0
61.5,63,-38.17092,176.30272,613,4.6,0.0,0.0,0.0,0.0
61.6,63,-38.17092,176.30272,613,4.6,0.0,0.0,0.0,0.0
61.7,64,-38.17093,176.30272,613,4.6,0.0,0.0,0.0,0.0
61.8,64,-38.17093,176.30272,613,4.6,0.0,0.0,0.0,0.0
61.9,64,-38.17094,176.30272,613,4.6,0.0,0.0,0.0,0.0
62.0,65,-38.17094,176.30272,613,4.6,0.0,0.0,0.0,0.0
62.1,65,-38.17095,176.30272,613,4.6,0.0,0.0,0.0,0.0
62.2,66,-38.17095,176.30272,613,4.6,0.0,0.0,0.0,0.0
62.3,66,-38.17096,176.30272,613,4.5,0.0,0.0,0.0,0.0
62.4,67,-38.17097,176.30272,613,4.5,0.0,0.0,0.0,0.0
62.5,67,-38.17097,176.30271,613,4.5,0.0,0.0,0.0,0.0
62.6,68,-38.17098,176.30271,612,4.5,0.0,0.0,0.0,0.0
62.7,68,-38.17098,176.30272,612,4.5,0.0,0.0,0.0,0.0
62.8,69,-38.17099,176.30272,612,4.5,0.0,0.0,0.0,0.0
62.9,69,-38.171,176.30272,612,4.5,0.0,0.0,0.0,0.0
63.0,69,-38.171,176.30272,612,4.5,0.0,0.0,0.0,0.0
63.1,70,-38.17101,176.30272,612,4.5,0.0,0.0,0.0,0.0
63.2,70,-38.17101,176.30272,612,4.5,0.0,0.0,0.0,0.0
63.3,71,-38.17101,176.30272,612,4.5,0.0,0.0,0.0,0.0
63.4,71,-38.17102,176.30273,612,4.5,0.0,0.0,0.0,0.0
63.5,72,-38.17102,176.30273,612,4.5,0.0,0.0,0.0,0.0
63.6,72,-38.17102,176.30273,612,4.5,0.0,0.0,0.0,0.0
63.7,73,-38.17103,176.30273,612,4.5,0.0,0.0,0.0,0.0
63.8,73,-38.17103,176.30273,612,4.5,0.0,0.0,0.0,0.0
63.9,73,-38.17103,176.30273,612,4.5,0.0,0.0,0.0,0.0
64.0,74,-38.17104,176.30273,612,4.5,0.0,0.0,0.0,0.0
64.1,74,-38.17104,176.30273,612,4.5,0.0,0.0,0.0,0.0
64.2,75,-38.17104,176.30273,612,4.5,0.0,0.0,0.0,0.0
64.3,75,-38.17105,176.30273,612,4.5,0.0,0.0,0.0,0.0
64.4,76,-38.17106,176.30273,612,4.6,0.0,0.0,0.0,0.0
64.5,76,-38.17106,176.30273,612,4.6,0.0,0.0,0.0,0.0
64.6,77,-38.17107,176.30272,612,4.6,0.0,0.0,0.0,0.0
64.7,77,-38.17108,176.30272,612,4.6,0.0,0.0,0.0,0.0
64.8,78,-38.17109,176.30272,612,4.7,0.0,0.0,0.0,0.0
64.9,78,-38.17109,176.30272,612,4.7,0.0,0.0,0.0,0.0
65.0,79,-38.1711,176.30272,612,4.7,0.0,0.0,0.0,0.0
65.1,79,-38.17111,176.30272,612,4.7,0.0,0.0,0.0,0.0
65.2,79,-38.17111,176.30272,612,4.7,0.0,0.0,0.0,0.0
65.3,80,-38.17112,176.30272,612,4.7,0.0,0.0,0.0,0.0
65.4,80,-38.17113,176.30271,612,4.7,0.0,0.0,0.0,0.0
65.5,81,-38.17113,176.30271,612,4.7,0.0,0.0,0.0,0.0
65.6,81,-38.17114,176.30271,612,4.7,0.0,0.0,0.0,0.0
65.7,82,-38.17114,176.30271,612,4.7,0.0,0.0,0.0,0.0
65.8,82,-38.17115,176.30271,612,4.7,0.0,0.0,0.0,0.0
65.9,83,-38.17116,176.30271,612,4.7,0.0,0.0,0.0,0.0
66.0,83,-38.17116,176.30271,612,4.7,0.0,0.0,0.0,0.0
66.1,84,-38.17117,176.3027,612,4.8,0.0,0.0,0.0,0.0
66.2,84,-38.17118,176.3027,612,4.8,0.0,0.0,0.0,0.0
66.3,85,-38.17118,176.3027,611,4.8,0.0,0.0,0.0,0.0
66.4,85,-38.17119,176.3027,611,4.8,0.0,0.0,0.0,0.0
66.5,86,-38.1712,176.3027,611,4.9,0.0,0.0,0.0,0.0
66.6,86,-38.1712,176.3027,611,4.9,0.0,0.0,0.0,0.0
66.7,87,-38.17121,176.30269,611,4.9,0.0,0.0,0.0,0.0
66.8,87,-38.17122,176.30269,611,5.0,0.0,0.0,0.0,0.0
66.9,88,-38.17123,176.30269,610,5.0,0.0,0.0,0.0,0.0
67.0,88,-38.17123,176.30269,610,5.0,0.0,0.0,0.0,0.0
67.1,89,-38.17124,176.30269,610,5.0,0.0,0.0,0.0,0.0
67.2,89,-38.17124,176.30268,610,5.0,0.0,0.0,0.0,0.0
67.3,90,-38.17125,176.30268,610,5.0,0.0,0.0,0.0,0.0
67.4,90,-38.17126,176.30268,610,5.0,0.0,0.0,0.0,0.0
67.5,91,-38.17126,176.30268,610,5.0,0.0,0.0,0.0,0.0
67.6,91,-38.17127,176.30268,610,5.1,0.0,0.0,0.0,0.0
